id,kode_provinsi,nama_provinsi,bps_kode_kabupaten_kota,bps_nama_kabupaten_kota,nama_rumah_makan,alamat,tahun
2029,32,JAWA BARAT,3273,KOTA BANDUNG,BAKSO BOEDJANGAN CIHAMPELAS,JL. CIHAMPELAS NO. 74,2021
2030,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN SWIKE JATIWANGI,JL. GANDAPURA NO. 73A,2021
2031,32,JAWA BARAT,3273,KOTA BANDUNG,CUANKI DAN BATAGOR SERAYU,JL. SERAYU NO. 2,2021
2032,32,JAWA BARAT,3273,KOTA BANDUNG,PONDOK MAKAN IKAN CIANJUR,JL. SUKAJADI NO. 246,2021
2033,32,JAWA BARAT,3273,KOTA BANDUNG,GEPUK NY. ONG,JL. DR. SETIABUDI NO. 144,2021
2034,32,JAWA BARAT,3273,KOTA BANDUNG,DAUN PISANG,JL. DR. SETIABUDI NO. 154,2021
2035,32,JAWA BARAT,3273,KOTA BANDUNG,HB GRILL GARDEN,JL. GATOT SUBROTO NO. 83,2021
2036,32,JAWA BARAT,3273,KOTA BANDUNG,SUIS BUTCHER STEAK HOUSE TSM,LT. 2 TRANS STUDIO MALL JL. GATOT SUBROTO NO. 289,2021
2037,32,JAWA BARAT,3273,KOTA BANDUNG,SHAN TUNG RESTAURANT,JL. PASIRKOJA NO.26,2021
2038,32,JAWA BARAT,3273,KOTA BANDUNG,TASTE OF INDIA,JL. PASIR KALIKI NO. 44,2021
2039,32,JAWA BARAT,3273,KOTA BANDUNG,DEMIR TURKISH RESTAURANT,JL. GEGERKALONG GIRANG NO.20,2021
2040,32,JAWA BARAT,3273,KOTA BANDUNG,BRICK & BARREL BISTRO,JL. SERSAN BAJURI NO 100,2021
2041,32,JAWA BARAT,3273,KOTA BANDUNG,NASI GORENG AEP'S,JL. DR. SETIABUDI NO. 143,2021
2042,32,JAWA BARAT,3273,KOTA BANDUNG,MAS YONO FRIED RICE,JL. BUNGUR NO. 41,2021
2043,32,JAWA BARAT,3273,KOTA BANDUNG,SOTO SULUNG ASLI MADURA H. GENDUT 5,JL. JENDERAL AHMAD YANI NO. 296,2021
2044,32,JAWA BARAT,3273,KOTA BANDUNG,GEBYAR SOTO SULUNG DAN SOTO AYAM,JL. CILAKI,2021
2045,32,JAWA BARAT,3273,KOTA BANDUNG,AYAM PENYET & SOTO AYAM ASIA,JL. PURNAWARMAN,2021
2046,32,JAWA BARAT,3273,KOTA BANDUNG,MADTARI,JL. RANGGADING NO. 1A,2021
2047,32,JAWA BARAT,3273,KOTA BANDUNG,GAJUAKOPI,JL. SAWUNGGALING NO. 7,2021
2048,32,JAWA BARAT,3273,KOTA BANDUNG,SATE TAICHAN GORENG BANDUNG TAMAN SARI,JL. TAMANSARI NO. 19A,2021
2049,32,JAWA BARAT,3273,KOTA BANDUNG,IAM GEPREK BENSU,JL. CIHAMPELAS NO. 81,2021
2050,32,JAWA BARAT,3273,KOTA BANDUNG,LENGKAWA COFFEE & EATERY BANDUNG,JL. CIPAGANTI NO. 50,2021
2051,32,JAWA BARAT,3273,KOTA BANDUNG,PABERIK KOPI UPNORMAL COFFEE ROASTER,JL. CIHAMPELAS NO. 96,2021
2052,32,JAWA BARAT,3273,KOTA BANDUNG,BAKSO SEMAR,JL. CIHAMPELAS NO. 68,2021
2053,32,JAWA BARAT,3273,KOTA BANDUNG,STEAKMATE BANDUNG,JL. DR. CIPTO NO. 14,2021
2054,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG SULUH RESTAURANT,JL. DR. CIPTO NO. 8,2021
2055,32,JAWA BARAT,3273,KOTA BANDUNG,CHIBA WARUNG STEAK,JL. DR. RUM NO. 16,2021
2056,32,JAWA BARAT,3273,KOTA BANDUNG,BORNGA RESTAURANT,"TAMAN BOUTIQUE BUILDING LT.1&2 JL. DR. RAJIMAN
  NO. 5",2021
2057,32,JAWA BARAT,3273,KOTA BANDUNG,SUSHI SBA,JL. DR. RAJIMAN NO. 3,2021
2058,32,JAWA BARAT,3273,KOTA BANDUNG,SEC BOWL PASR KALIKI,JL. PASIR KALIKI NO. 139,2021
2059,32,JAWA BARAT,3273,KOTA BANDUNG,NASI GORENG ALA CEK ACONG,JL. PANDU DALAM JL. BENGAWAN SEMPANI NO. 1,2021
2060,32,JAWA BARAT,3273,KOTA BANDUNG,THE WINDCHIME,JL. ARJUNA NO. 63A,2021
2061,32,JAWA BARAT,3273,KOTA BANDUNG,OZT PORK RIBS BANDUNG,JL. PASIR KALIKI NO. 25-27,2021
2062,32,JAWA BARAT,3273,KOTA BANDUNG,KARE CURRY HOUSE,JALAN PASIR KALIKI PASKAL HYPER SQUARE A29,2021
2063,32,JAWA BARAT,3273,KOTA BANDUNG,SE'I LELEBO CABANG GARDUJATI,JL. GARDUJATI NO. 52,2021
2064,32,JAWA BARAT,3273,KOTA BANDUNG,HOTIN,JL. JEND. SUDIRMAN NO. 178-180,2021
2065,32,JAWA BARAT,3273,KOTA BANDUNG,ROYAL DYNASTY RESTAURANT,JL. JEND. SUDIRMAN NO. 232,2021
2066,32,JAWA BARAT,3273,KOTA BANDUNG,NASI CAMPUR BINTANG,JL. KELENTENG NO. 40,2021
2067,32,JAWA BARAT,3273,KOTA BANDUNG,RAMEN BAJURI KEBON JATI,JL. KEBON JATI NO. 254B,2021
2068,32,JAWA BARAT,3273,KOTA BANDUNG,BAKMIE ALOI,JL. KEBON JATI NO. 179,2021
2069,32,JAWA BARAT,3273,KOTA BANDUNG,788 POCHA KOREA BBQ,JL. CIBADAK NO. 205,2021
2070,32,JAWA BARAT,3273,KOTA BANDUNG,KUANGMING VEGETARIAN RESTAURANT,JL. JEND. SUDIRMAN NO. 245,2021
2071,32,JAWA BARAT,3273,KOTA BANDUNG,RM. AYAM SERUNI (KO YU),JL. PAGARSIH NO.114,2021
2072,32,JAWA BARAT,3273,KOTA BANDUNG,MOEY RESTO VEGETARIAN,JL. PAJAGALAN NO. 81,2021
2073,32,JAWA BARAT,3273,KOTA BANDUNG,GENKI SUSHI PASKAL 23 HYPER SQUARE,PASKAL HYPER SQUARE. JL. PASIR KALIKI NO. 25-27,2021
2074,32,JAWA BARAT,3273,KOTA BANDUNG,MIE KOCOK BERKAT,JL. CIBADAK DEPAN NO. 234,2021
2075,32,JAWA BARAT,3273,KOTA BANDUNG,NASI CAMPUR TJIANG,JL. CIBADAK NO. 252,2021
2076,32,JAWA BARAT,3273,KOTA BANDUNG,RM MANADO WENANG,JL. SUPRATMAN NO.4,2021
2077,32,JAWA BARAT,3273,KOTA BANDUNG,RAMU INDONESIA,JL. LASWI NO.1J,2021
2078,32,JAWA BARAT,3273,KOTA BANDUNG,PRIMA RASA KEMUNING,JL. KEMUNING NO.20,2021
2079,32,JAWA BARAT,3273,KOTA BANDUNG,MIE BASO AKUNG,JL. LODAYA NO. 123,2021
2080,32,JAWA BARAT,3273,KOTA BANDUNG,GANG NIKMAT,JL. CIHAPIT NO. 6,2021
2081,32,JAWA BARAT,3273,KOTA BANDUNG,GUDEG BANDA,JL. LOMBOK NO. 57,2021
2082,32,JAWA BARAT,3273,KOTA BANDUNG,AMBROGIO PATISSERIE,JL. BANDA NO. 26,2021
2083,32,JAWA BARAT,3273,KOTA BANDUNG,TAKOLADA CABANG,JL KALIMANTAN NO. 12,2021
2084,32,JAWA BARAT,3273,KOTA BANDUNG,JUSTUS STEAK HOUSE CIMANUK,JL. CIMANUK NO. 8,2021
2085,32,JAWA BARAT,3273,KOTA BANDUNG,DAGO PANYAWANGAN,JL. IR. H JUANDA NO.127,2021
2086,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG SANGRAI,"HERITAGE THE FACTORY OUTLET JL. L.L.R.E.
  MARTADINATA NO. 63",2021
2087,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG MISBAR,JL. L. L. R. E. MARTADINATA NO. 28A,2021
2088,32,JAWA BARAT,3273,KOTA BANDUNG,GIGGLE BOX BIP,BIP LT.1 NO. 39 JL. MERDEKA NO. 56,2021
2089,32,JAWA BARAT,3273,KOTA BANDUNG,ROEMAH LEGIT,JL. EMBONG NO.15,2021
2090,32,JAWA BARAT,3273,KOTA BANDUNG,SPICE AFFAIR,JL.SUKAJADI NO. 186,2021
2091,32,JAWA BARAT,3273,KOTA BANDUNG,BISOU PATISSERIE,JL. HEGARMANAH NO. 19,2021
2092,32,JAWA BARAT,3273,KOTA BANDUNG,SERBU GRILLED CHICKEN RESTAURANT,JL. SUKAGALIH NO. 123,2021
2093,32,JAWA BARAT,3273,KOTA BANDUNG,KALIGANE SEAFOOD RESTAURANT,JL. SUKAWARNA,2021
2094,32,JAWA BARAT,3273,KOTA BANDUNG,NOMU NOMU KOREAN GRILL,JL. GUDANG SELATAN NO. 22,2021
2095,32,JAWA BARAT,3273,KOTA BANDUNG,KOPI TOKO DJAWA,JL. L.L.R.E.MARTADINATA NO. 205,2021
2096,32,JAWA BARAT,3273,KOTA BANDUNG,SARANGHAEYO SHABU AND GRILL,JL. CENDANA NO. 16,2021
2097,32,JAWA BARAT,3273,KOTA BANDUNG,WARLAMAN,JL. LAP. SUPRATMAN NO.1,2021
2098,32,JAWA BARAT,3273,KOTA BANDUNG,KATSUNYAKA,JL. BENGAWAN NO. 60,2021
2099,32,JAWA BARAT,3273,KOTA BANDUNG,SAMSOB SUKI,JL. L.L.R.E.MARTADINATA NO. 139,2021
2100,32,JAWA BARAT,3273,KOTA BANDUNG,ROYAL KASHIMURA SHABU,JL. LOMBOK NO. 45,2021
2101,32,JAWA BARAT,3273,KOTA BANDUNG,BURGER SHOT BANDUNG,JL. PROGO NO. 34,2021
2102,32,JAWA BARAT,3273,KOTA BANDUNG,KOPI DURO,JL. MADURA NO.1A,2021
2103,32,JAWA BARAT,3273,KOTA BANDUNG,MEYSARI CHINESE FOOD & SEAFOOD,JL. BANDA NO. 32,2021
2104,32,JAWA BARAT,3273,KOTA BANDUNG,TULANG JAMBAL,JL. SULTAN TIRTAYASA NO. 54,2021
2105,32,JAWA BARAT,3273,KOTA BANDUNG,ARROMANIS CORNER STORE,JL. WIRA ANGGUN NO. 14,2021
2106,32,JAWA BARAT,3273,KOTA BANDUNG,SUBKULTURE,JL. WIRA ANGGUN NO. 4C,2021
2107,32,JAWA BARAT,3273,KOTA BANDUNG,MY KOPI-O,JL. TRUNOJOYO NO. 19,2021
2108,32,JAWA BARAT,3273,KOTA BANDUNG,GUDEG YU NAP - TIRTAYASA,JL. SULTAN TIRTAYASA NO. 16,2021
2109,32,JAWA BARAT,3273,KOTA BANDUNG,MAD BANDUNG,JL. SULTAN AGUNG NO.1,2021
2110,32,JAWA BARAT,3273,KOTA BANDUNG,SODA RESTO & BAR,THE 101 BANDUNG DAGO JL. IR. H. DJUANDA NO.3,2021
2111,32,JAWA BARAT,3273,KOTA BANDUNG,MC DARMO LA,JL. SUMATERA NO. 37,2021
2112,32,JAWA BARAT,3273,KOTA BANDUNG,SOTO AYAM GARANG ASEM BANGKOK,JL. LEMBONG,2021
2113,32,JAWA BARAT,3273,KOTA BANDUNG,STARBUCKS,JL. BRAGA NO. 99-101,2021
2114,32,JAWA BARAT,3273,KOTA BANDUNG,INDISCHE CAFE BRAGA,JL. BRAGA NO. 115,2021
2115,32,JAWA BARAT,3273,KOTA BANDUNG,SAWO COFFEE AND ROASTERY,JL. BRAGA NO. 76,2021
2116,32,JAWA BARAT,3273,KOTA BANDUNG,LUBERGROUND BRAGA,JL. LEMBONG NO.8,2021
2117,32,JAWA BARAT,3273,KOTA BANDUNG,MOMO CAFE,JL. IR. H JUANDA NO.33,2021
2118,32,JAWA BARAT,3273,KOTA BANDUNG,GARDEN RESTAURANT,JL. ASIA AFRIKA NO. 112,2021
2119,32,JAWA BARAT,3273,KOTA BANDUNG,GOLDEN BELL RESTAURANT,JL. KARAPITAN NO. 51,2021
2120,32,JAWA BARAT,3273,KOTA BANDUNG,AYAM GORENG WARISAN,JL. TASIKMALAYA,2021
2121,32,JAWA BARAT,3273,KOTA BANDUNG,OOPEN RESTAURANT,JL. GATOT SUBROTO NO. 289,2021
2122,32,JAWA BARAT,3273,KOTA BANDUNG,STREATS RESTAURANT,JL. BRAGA NO. 8,2021
2123,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG KOPI LIMARASA,JL. BRAGA NO. 36,2021
2124,32,JAWA BARAT,3273,KOTA BANDUNG,SARI BUNDO - TAMAN PRAMUKA,JL. TAMAN PRAMUKA NO. 175,2021
2125,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG TIMBEL CIANJUR,JL. CIANJUR NO. 12,2021
2126,32,JAWA BARAT,3273,KOTA BANDUNG,90 GOURMET,JL. L.L.R.E MARTADINATA NO. 90,2021
2127,32,JAWA BARAT,3273,KOTA BANDUNG,SELARAS GUEST HOUSE & RESTAURANT,JL. TM. CIBEUNYING SEL. NO. 45,2021
2128,32,JAWA BARAT,3273,KOTA BANDUNG,HDL 293 SEAFOOD,JL. CILAKI NO. 36,2021
2129,32,JAWA BARAT,3273,KOTA BANDUNG,YOSHINOYA,JL. GATOT SUBROTO NO. 289,2021
2130,32,JAWA BARAT,3273,KOTA BANDUNG,POPIA TIAM,JL. PUNGKUR NO. 139A,2021
2131,32,JAWA BARAT,3273,KOTA BANDUNG,PHO TERIYAKI,JL. CILAKI NO. 3,2021
2132,32,JAWA BARAT,3273,KOTA BANDUNG,NAMASUKI,JL. PELAJAR PEJUANG 45 NO. 19,2021
2133,32,JAWA BARAT,3273,KOTA BANDUNG,SAMBEL HEJO,JL. NATUNA NO 29,2021
2134,32,JAWA BARAT,3273,KOTA BANDUNG,RAACHA TSM BANDUNG,CIBANGKONG BATUNUNGGAL,2021
2135,32,JAWA BARAT,3273,KOTA BANDUNG,GREAT DIMSUM BANDUNG 1,JL. SUPRATMAN NO. 49,2021
2136,32,JAWA BARAT,3273,KOTA BANDUNG,FORTUNATE COFFEE BANDUNG,JL. KEBON SIRIH NO.21A,2021
2137,32,JAWA BARAT,3273,KOTA BANDUNG,AYAM PENYET RIA,JL. SUPRATMAN NO. 46,2021
2138,32,JAWA BARAT,3273,KOTA BANDUNG,BUTTONS EATERY,JL. PELAJAR PEJUANG 45 NO. 72,2021
2139,32,JAWA BARAT,3273,KOTA BANDUNG,NOODLETOWN,"CIHAMPELAS WALK 
  JL. CIHAMPELAS NO. 160",2021
2140,32,JAWA BARAT,3273,KOTA BANDUNG,KAFE BETAWI,JL. GATOT SUBROTO NO. 289,2021
2141,32,JAWA BARAT,3273,KOTA BANDUNG,RESTORAN SEDERHANA RIAU,JL. L. L.R.E ARTADIATA NO. 128,2021
2142,32,JAWA BARAT,3273,KOTA BANDUNG,MOZAIK & CO.,JL. GATOT SUBROTO NO. 289,2021
2143,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN MIRASA,JL. PURNAWARMAN NO.68,2021
2144,32,JAWA BARAT,3273,KOTA BANDUNG,SAOENG SOENDA,JL. SOEKARNO-HATTA NO. 571,2021
2145,32,JAWA BARAT,3273,KOTA BANDUNG,SAGOO KITCHEN & KOPI LAY,JL. TRUNOJOYO NO. 27,2021
2146,32,JAWA BARAT,3273,KOTA BANDUNG,SHIFU RAMEN ANTAPANI,JL. PURWAKARTA NO. 33,2021
2147,32,JAWA BARAT,3273,KOTA BANDUNG,DAMAI RESTAURANT,JL. RESOR PAKAR KARYA NO. 2B,2021
2148,32,JAWA BARAT,3273,KOTA BANDUNG,THE SQUARE RESTAURANT @ NOVOTEL BANDUNG,JL. CIHAMPELAS NO. 23-25,2021
2149,32,JAWA BARAT,3273,KOTA BANDUNG,RM. PURI BAMBU,JL. SINDANG SIRNA NO. 14,2021
2150,32,JAWA BARAT,3273,KOTA BANDUNG,KEPITING CHEF EPI,JL. CIUMBULEUIT NO. 152,2021
2151,32,JAWA BARAT,3273,KOTA BANDUNG,OJJU TSM BANDUNG,TSM BANDUNG JL. GATOT SUBROTO NO. 289,2021
2152,32,JAWA BARAT,3273,KOTA BANDUNG,5 SERANGKAI PORK GRILL RESTAURANT,RUKO PUSAT MOTOR DAN ELEKTRONIK (PME),2021
2153,32,JAWA BARAT,3273,KOTA BANDUNG,TWO CENTS,JL. CIMANUK NO. 2,2021
2154,32,JAWA BARAT,3273,KOTA BANDUNG,OMAH NANO,JL. RANDU SARI RAYA NO 2,2021
2155,32,JAWA BARAT,3273,KOTA BANDUNG,TOKO YOU,JL. HASANUDIN NO. 12,2021
2156,32,JAWA BARAT,3273,KOTA BANDUNG,SUGIH PRIANGAN RESTAURANT,JL. TERUSAN JAKARTA NO. 48,2021
2157,32,JAWA BARAT,3273,KOTA BANDUNG,WINGSTOP PASKAL BANDUNG,JL. PASIR KALIKI NO. 23,2021
2158,32,JAWA BARAT,3273,KOTA BANDUNG,BONTI RESTAURANT,JL. TERUSAN PASIRKOJA NO. 347,2021
2159,32,JAWA BARAT,3273,KOTA BANDUNG,OOM RESTO,JL. BAHUREKSA NO. 14,2021
2160,32,JAWA BARAT,3273,KOTA BANDUNG,KANTIN SIANTAR,JL. RAYA KOPO NO. 302,2021
2161,32,JAWA BARAT,3273,KOTA BANDUNG,WAROENG SETIABUDHI,JL. DR. SETIABUDI NO. 175,2021
2162,32,JAWA BARAT,3273,KOTA BANDUNG,MURASAKI,JL. MEKAR UTAMA NO.111,2021
2163,32,JAWA BARAT,3273,KOTA BANDUNG,KEDAI MANDIRI,JL. GATOT SUBROTO NO. 40,2021
2164,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG LELA,JL. KUPA NO. 6,2021
2165,32,JAWA BARAT,3273,KOTA BANDUNG,JAVA BEAN,RUMAH MODE JL DR. SETABUDI NO.41,2021
2166,32,JAWA BARAT,3273,KOTA BANDUNG,BY LUDWICK,JL. BUDI LUHUR I NO. 11B,2021
2167,32,JAWA BARAT,3273,KOTA BANDUNG,MA'KERANG,JL. MALABAR NO. 15,2021
2168,32,JAWA BARAT,3273,KOTA BANDUNG,AYAM GORENG NIKMAT PANAITAN,JL. PANAITAN NO. 9,2021
2169,32,JAWA BARAT,3273,KOTA BANDUNG,REACH COFFEE 23,JL. PANAITAN NO.23,2021
2170,32,JAWA BARAT,3273,KOTA BANDUNG,JACK RUNNER ROASTERY,JL. PANAITAN NO. 32,2021
2171,32,JAWA BARAT,3273,KOTA BANDUNG,NASI BANCAKAN WASSALAM ABAH BARNA,JL. TRUNOJOYO NO. 62,2021
2172,32,JAWA BARAT,3273,KOTA BANDUNG,TEMENNGOPI,JL. CIMANUK NO. 16,2021
2173,32,JAWA BARAT,3273,KOTA BANDUNG,KUMA RAMEN,JL. CIMANUK NO.11A,2021
2174,32,JAWA BARAT,3273,KOTA BANDUNG,AYAM BEBEK RANJAU,JL. LOBOK NO. 47,2021
2175,32,JAWA BARAT,3273,KOTA BANDUNG,KOPI DURO,JL. MAURA NO. 1A,2021
2176,32,JAWA BARAT,3273,KOTA BANDUNG,REUNION HOUSE GRILL & BAR,JL. DR. SETIABUDI NO. 45,2021
2177,32,JAWA BARAT,3273,KOTA BANDUNG,HACHI GRILL SUTAMI BANDUNG,JL. PROF. DR. SUTAMI NO. 56,2021
2178,32,JAWA BARAT,3273,KOTA BANDUNG,MANGKOK LOKAL,JL. SUKAHAJI NO. 121,2021
2179,32,JAWA BARAT,3273,KOTA BANDUNG,B' LEAF CAFE,JL. DR. SETIABUDI NO. 191,2021
2180,32,JAWA BARAT,3273,KOTA BANDUNG,18 HRS CAFE,JL. DR. SETIABUDI NO. 103,2021
2181,32,JAWA BARAT,3273,KOTA BANDUNG,NEWEST ILALANG AYAM BETUTU,JL. KARANG LAYANG NO. 24,2021
2182,32,JAWA BARAT,3273,KOTA BANDUNG,COFFEE ROOM INDONESIA,JL. TERUSAN SUTAMI,2021
2183,32,JAWA BARAT,3273,KOTA BANDUNG,KAMPUNG CERBONAN,JL. MUSTANG B7 NO. 6,2021
2184,32,JAWA BARAT,3273,KOTA BANDUNG,SE'I SAPI BUBULAE,SETRASARI MALL JL. SURYA SUMANTRI,2021
2185,32,JAWA BARAT,3273,KOTA BANDUNG,MENDJAMU,JL. SUKARESMI NO. 5,2021
2186,32,JAWA BARAT,3273,KOTA BANDUNG,SHA-WAREGNA,JL. SINDANG SIRNA NO. 21,2021
2187,32,JAWA BARAT,3273,KOTA BANDUNG,DOUBLESTEAK JAWA,JL. JAWA NO. 46,2021
2188,32,JAWA BARAT,3273,KOTA BANDUNG,SATEH ABON,JL. AMBON NO. 21,2021
2189,32,JAWA BARAT,3273,KOTA BANDUNG,KADAKA CAFE,JL. PATUHA NO. 24,2021
2190,32,JAWA BARAT,3273,KOTA BANDUNG,NGUVI BROLA,JL. WINDU NO. 21,2021
2191,32,JAWA BARAT,3273,KOTA BANDUNG,DOUBLESTEAK TALAGABODAS,JL. TALAGA BODAS NO. 22,2021
2192,32,JAWA BARAT,3273,KOTA BANDUNG,AYAM GORENG SUHARTI,JL. LODAYA NO. 1,2021
2193,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG NASI ALAM SUNDA,JL. OTTO ISKANDAR DINATA NO. 267,2021
2194,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG NASI AMPERA DALEM KAUM,JL. KEPATIHAN NO. 19-51,2021
2195,32,JAWA BARAT,3273,KOTA BANDUNG,KOPE TEPANYAKI,JL. CIBADAK NO. 101,2021
2196,32,JAWA BARAT,3273,KOTA BANDUNG,YOSHINOYA GRAND YOGYA KEPATIHAN BANDUNG,GRAND YOGYA JL. DEWI SARTIKA NO. 18,2021
2197,32,JAWA BARAT,3273,KOTA BANDUNG,DAPUR CEMARA,JL. MOH TOHA NO. 30,2021
2198,32,JAWA BARAT,3273,KOTA BANDUNG,RAMSTEAK CIANJUR,JL. MOCH RAMDAN NO. 100,2021
2199,32,JAWA BARAT,3273,KOTA BANDUNG,WAROENG STEAK AND SHAKE BKR BANDUNG,JL. BKR NO. 176,2021
2200,32,JAWA BARAT,3273,KOTA BANDUNG,SOTO BANDUNG M TARYA,JL. SWAH KURUNG NO. 16,2021
2201,32,JAWA BARAT,3273,KOTA BANDUNG,ARUNIKA COFFEE & BISTRO,JL. TERUSAN PASIRKOJA NO. 16,2021
2202,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNK CANOLI,JL. SRIWIJAYA NO. 65,2021
2203,32,JAWA BARAT,3273,KOTA BANDUNG,CARAVAN EAT THE RIBS,JL. BKR NO. 110,2021
2204,32,JAWA BARAT,3273,KOTA BANDUNG,BIG BURGER BKR,JL. BKR NO. 131A,2021
2205,32,JAWA BARAT,3273,KOTA BANDUNG,SAMBAL GOANG - SUNDANESE CHICKEN FOOD,JL. MOCH RAMDAN NO. 46,2021
2206,32,JAWA BARAT,3273,KOTA BANDUNG,LALAPAN SAMBAL PETIR PASKAL 46,JL. PASIR KALIKI NO. 46,2021
2207,32,JAWA BARAT,3273,KOTA BANDUNG,YOFORIA YOGHURT STUDIO,PARIS VAN JAVA RESORT LEVEL G-B61,2021
2208,32,JAWA BARAT,3273,KOTA BANDUNG,KANTIN RAI,CIPAGANTIJL. MOCH RAMDAN NO. 16,2021
2209,32,JAWA BARAT,3273,KOTA BANDUNG,RUCKERPACK COFFEE AND CULTURE,JL. DR. CIPTO NO.24,2021
2210,32,JAWA BARAT,3273,KOTA BANDUNG,AYAM GEPREK PANGERAN MOH TOHA,JL. MOH TOHA NO. 173,2021
2211,32,JAWA BARAT,3273,KOTA BANDUNG,ES CENDOL ELIZABETH PUSAT,JL. INHOFTANK NO. 64 PELINDUNG HEWAN,2021
2212,32,JAWA BARAT,3273,KOTA BANDUNG,MALATANG HOTPOT,JL. GARDU JATI NO. 9B,2021
2213,32,JAWA BARAT,3273,KOTA BANDUNG,RONDE JAHE GARDUJATI,JL. GARDUJATI NO. 58,2021
2214,32,JAWA BARAT,3273,KOTA BANDUNG,TJIANG,JL. KEBON JATI NO. 120,2021
2215,32,JAWA BARAT,3273,KOTA BANDUNG,BAKMI TASIK TANPA MANGKOK,JL. GARDU JATI NO. 35,2021
2216,32,JAWA BARAT,3273,KOTA BANDUNG,BAKMIE MAMAN 3 GARDUJATI,JL. GARDUJATI NO. 52,2021
2217,32,JAWA BARAT,3273,KOTA BANDUNG,KOREAN 28,JL. GANDAPURA NO. 71C,2021
2218,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH SOSIS,JL. L.L.R.E. MARTADINATA NO. 47,2021
2219,32,JAWA BARAT,3273,KOTA BANDUNG,YOOGANE RIAU JUNCTION,RIAU JUNCTION MALL JL. L.L.R.E. MARTADINATA NO. 17,2021
2220,32,JAWA BARAT,3273,KOTA BANDUNG,MAGIC PIZZA,"RIAU JUNCTION MALL GF. JL. L.L.R.E. MARTADINATA NO.
  17-21",2021
2221,32,JAWA BARAT,3273,KOTA BANDUNG,FATCOW,RIAU JUNCTION MALL JL. L.L.R.E. MARTADINATA NO. 17,2021
2222,32,JAWA BARAT,3273,KOTA BANDUNG,KOPI MANDJA,JL. GUNUNG BATU NO. 49,2021
2223,32,JAWA BARAT,3273,KOTA BANDUNG,DI RUANG TENGAH,JL. L. L. R. E. MARTADINATA NO. 51,2021
2224,32,JAWA BARAT,3273,KOTA BANDUNG,ZOE,JL. DIPATIUKUR,2021
2225,32,JAWA BARAT,3273,KOTA BANDUNG,GEROBAK BANDUNG,JL. DIPATIUKUR,2021
2226,32,JAWA BARAT,3273,KOTA BANDUNG,DE.U COFFEE,JL. DIPATIUKUR NO. 23,2021
2227,32,JAWA BARAT,3273,KOTA BANDUNG,CEKERAN MIDUN,"MONUMEN PERJUANGAN JL. SINGA PERBANGSA JL.
  DIPATIUKUR NO. 103C",2021
2228,32,JAWA BARAT,3273,KOTA BANDUNG,STARBUCKS DIPATI UKUR,JL. DIPATI UKUR NO. 42,2021
2229,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG BEBEK SAMBAL MANGGA,JL. DIPATI UKUR NO. 42,2021
2230,32,JAWA BARAT,3273,KOTA BANDUNG,RED DIMSUM,JL. DIPATI UKUR,2021
2231,32,JAWA BARAT,3273,KOTA BANDUNG,OTILLIE COFFEE & KITCHEN,JL. HASANUDIN NO. 7,2021
2232,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN PADANG - MALAH DICUBO,JL. STASIUN HALL SELATAN NO. 27,2021
2233,32,JAWA BARAT,3273,KOTA BANDUNG,GEDOGAN BRAGA,JL BRAGA NO. 63,2021
2234,32,JAWA BARAT,3273,KOTA BANDUNG,RICHEESE FACTORY PAJAJARAN,JL. PAJAJARAN NO. 65,2021
2235,32,JAWA BARAT,3273,KOTA BANDUNG,STARBUCKS LIVING PLAZA,JL. PASIR KALIKI NO. 121-123,2021
2236,32,JAWA BARAT,3273,KOTA BANDUNG,RUMAH MAKAN AMPERA,JL. KEBON KAWUNG NO. 28,2021
2237,32,JAWA BARAT,3273,KOTA BANDUNG,NASI BANCAKAN BARU,JL. DIPONEGORO NO. 25,2021
2238,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG 87 RIA RIO,JL. TITIRAN NO. 25A,2021
2239,32,JAWA BARAT,3273,KOTA BANDUNG,SATE MARANGGI KO ANGGA DAGO,JL. SURAPATI NO. 59,2021
2240,32,JAWA BARAT,3273,KOTA BANDUNG,WARUNG GAZEBOO,JL. JAPATI,2021
2241,32,JAWA BARAT,3273,KOTA BANDUNG,LAPO SIAGIAN,JL. H. HASAN NO. 19A,2021
2242,32,JAWA BARAT,3273,KOTA BANDUNG,KAFE KEBON,JL. BAGUSRANGIN NO. 7,2021
2243,32,JAWA BARAT,3273,KOTA BANDUNG,IQILO DIY,JL. PENATA YUDHA NO 2,2021
